Task ID,Dataset,model_created,model_run,description,Code,Test Result,Correctness,Post,original correctness,naive correctness,annotated correctness,annotated correctness simple,naive no fsl correctness,data file,functions,unique_id,consistency
159,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to find the volume of a cone.,"import math

def volume_cone(radius, height):
    return (1/3) * math.pi * (radius ** 2) * height

# Tests
assert math.isclose(volume_cone(5, 12), 314.15926535897927, rel_tol=0.001)
assert math.isclose(volume_cone(10, 15), 1570.7963267948965, rel_tol=0.001)
assert math.isclose(volume_cone(19, 17), 6426.651371693521, rel_tol=0.001)
",,False,post,True,False,True,True,False,selected_pilot_75_mbpp.json,1,159_gpt-4o,0.6
271,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,"Write a function that takes a tuple of tuples and returns a list where each element is the average of the corresponding values from each tuple. For each position, compute the average of values from all tuples at that position.","def average_tuple(tuples):
    # Length of the first tuple (assuming all tuples are of the same length)
    num_elements = len(tuples[0])
    
    # List to store the averages
    averages = []
    
    # Iterate over each position in the tuples
    for i in range(num_elements):
        # Extract the i-th element from each tuple and compute the average
        elements_at_position = [t[i] for t in tuples]
        avg = sum(elements_at_position) / len(tuples)
        averages.append(avg)
    
    return averages

# Test cases
assert average_tuple(((10, 10, 10, 12), (30, 45, 56, 45), (81, 80, 39, 32), (1, 2, 3, 4))) == [30.5, 34.25, 27.0, 23.25]
assert average_tuple(((1, 1, -5), (30, -15, 56), (81, -60, -39), (-10, 2, 3))) == [25.5, -18.0, 3.75]
assert average_tuple(((100, 100, 100, 120), (300, 450, 560, 450), (810, 800, 390, 320), (10, 20, 30, 40))) == [305.0, 342.5, 270.0, 232.5]
",,False,post,False,False,False,True,False,selected_pilot_75_mbpp.json,1,271_gpt-4o,0.6
204,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to check whether the given month number contains 31 days or not.,"def check_monthnumb_number(n):
    months_31_days = [1, 3, 5, 7, 8, 10, 12]
    return n in months_31_days
",,False,post,True,True,False,True,False,selected_pilot_75_mbpp.json,1,204_llama3point1-70b,0.6
216,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to check whether the given list contains consecutive numbers or not.,"def check_Consecutive(lst):
    lst.sort()
    return all(lst[i] - lst[i-1] == 1 for i in range(1, len(lst))) and len(lst) == len(set(lst))
",,True,post,True,False,True,True,False,selected_pilot_75_mbpp.json,1,216_llama3point1-70b,0.6
216,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a python function to check whether the given list contains consecutive numbers or not.,"def check_Consecutive(lst):
    if not lst:  # If the list is empty, it cannot be consecutive
        return False
    
    lst_sorted = sorted(lst)
    
    for i in range(len(lst_sorted) - 1):
        if lst_sorted[i + 1] - lst_sorted[i] != 1:
            return False
    
    return True

# Test cases
assert check_Consecutive([1, 2, 3, 4, 5]) == True
assert check_Consecutive([1, 2, 3, 5, 6]) == False
assert check_Consecutive([1, 2, 1]) == False
",,False,post,True,False,False,True,False,selected_pilot_75_mbpp.json,1,216_gpt-4o,0.5
336,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a python function to check whether every odd index contains odd numbers of a given list.,"def odd_position(lst):
    # Iterate through the list, checking only elements at odd indices
    for i in range(1, len(lst), 2):
        if lst[i] % 2 == 0:
            return False
    return True

# Testing the function with the provided test cases
assert odd_position([2, 1, 4, 3, 6, 7, 6, 3]) == True
assert odd_position([4, 1, 2]) == True
assert odd_position([1, 2, 3]) == False
",,False,post,True,False,False,False,True,selected_pilot_75_mbpp.json,1,336_gpt-4o,0.6
141,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function takes in an integer and check whether the frequency of each digit in the integer is less than or equal to the digit itself.,"def validate(n):
    str_n = str(n)
    for digit in str_n:
        if str_n.count(digit) > int(digit):
            return False
    return True",,False,post,True,False,True,False,False,selected_pilot_75_mbpp.json,1,141_llama3point1-70b,0.6
326,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to find the minimum difference between any two elements in a given array.,"def find_min_diff(arr, target):
    arr = sorted(arr)
    min_diff = float('inf')
    for i in range(len(arr) - 1):
        diff = abs(arr[i] - arr[i + 1])
        if diff < min_diff:
            min_diff = diff
    return min_diff
",,False,post,True,False,False,False,False,selected_pilot_75_mbpp.json,1,326_llama3point1-70b,0.5
184,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to filter odd numbers.,"def filter_oddnumbers(nums):
  return [num for num in nums if num % 2 != 0]
",,False,post,True,False,True,True,False,selected_pilot_75_mbpp.json,1,184_llama3point1-70b,0.9230769230769232
142,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function that takes in a list and element and checks whether all items in the list are equal to the given element.,"def check_element(lst, element):
    for item in lst:
        if item != element:
            return False
    return True

# Test cases
assert check_element([""green"", ""orange"", ""black"", ""white""], 'blue') == False
assert check_element([1, 2, 3, 4], 7) == False
assert check_element([""green"", ""green"", ""green"", ""green""], 'green') == True
",,False,post,True,True,True,True,True,selected_pilot_75_mbpp.json,1,142_gpt-4o,0.6
179,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a python function to find the cube sum of first n even natural numbers.,"def cube_Sum(n):
    even_numbers = [2 * i for i in range(1, n + 1)]
    cube_sum = sum(x ** 3 for x in even_numbers)
    return cube_sum

# Tests
assert cube_Sum(2) == 72
assert cube_Sum(3) == 288
assert cube_Sum(4) == 800
",,True,post,True,False,True,True,False,selected_pilot_75_mbpp.json,1,179_gpt-4o,0.6
85,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to find the maximum difference between any two elements in a given array.,"def max_Abs_Diff(arr):
    return max(arr) - min(arr)
",,False,post,True,True,False,True,True,selected_pilot_75_mbpp.json,1,85_llama3point1-70b,0.6
146,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to find the list of maximum length in a list of lists.,"def max_length(list_of_lists):
    max_len = 0
    max_list = []
    
    for lst in list_of_lists:
        if len(lst) > max_len:
            max_len = len(lst)
            max_list = lst
            
    return (max_len, max_list)

# Test cases
assert max_length([[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]]) == (3, [13, 15, 17])
assert max_length([[1], [5, 7], [10, 12, 14, 15]]) == (4, [10, 12, 14, 15])
assert max_length([[5], [15, 20, 25]]) == (3, [15, 20, 25])
",,True,post,True,False,False,False,False,selected_pilot_75_mbpp.json,1,146_gpt-4o,0.5
320,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to find the second smallest number in a list.,"def second_smallest(nums):
    unique_nums = sorted(set(nums))
    return unique_nums[1] if len(unique_nums) > 1 else None

# Test cases
assert second_smallest([1, 2, -8, -2, 0, -2]) == -2
assert second_smallest([1, 1, -0.5, 0, 2, -2, -2]) == -0.5
assert second_smallest([2,2]) == None
assert second_smallest([2,2,2]) == None
",,False,post,True,True,True,False,False,selected_pilot_75_mbpp.json,1,320_gpt-4o,0.6
161,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to find the n'th lucas number.,"def find_lucas(n):
    if n == 0:
        return 2
    elif n == 1:
        return 1
    else:
        a, b = 2, 1
        for _ in range(2, n + 1):
            a, b = b, a + b
        return b

# Test cases
assert find_lucas(9) == 76
assert find_lucas(4) == 7
assert find_lucas(3) == 4
",,False,post,True,False,False,False,False,selected_pilot_75_mbpp.json,1,161_gpt-4o,0.6
182,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to extract only the rear index element of each string in the given tuple.,"def extract_rear(strings):
    return [s[-1] for s in strings]
",,False,post,True,False,False,True,False,selected_pilot_75_mbpp.json,1,182_llama3point1-70b,0.5
333,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to check if the given expression is balanced or not.,"def check_expression(expr):
    stack = []
    matching_pairs = {')': '(', ']': '[', '}': '{'}
    
    for char in expr:
        if char in matching_pairs.values():
            stack.append(char)
        elif char in matching_pairs:
            if stack == [] or stack.pop() != matching_pairs[char]:
                return False
    return stack == []

# Testing the function with the provided test cases
assert check_expression(""{()}[{}]"") == True
assert check_expression(""{()}[{]"") == False
assert check_expression(""{()}[{}][]({})"") == True
",,False,post,False,False,True,True,True,selected_pilot_75_mbpp.json,1,333_gpt-4o,0.5
264,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to convert degrees to radians.,"import math

def radian_degree(degrees):
    return degrees * (math.pi / 180)

# Test cases
assert radian_degree(90) == 1.5707963267948966
assert radian_degree(60) == 1.0471975511965976
assert radian_degree(120) == 2.0943951023931953
",,True,post,False,True,True,True,True,selected_pilot_75_mbpp.json,1,264_gpt-4o,0.5
8,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to remove first and last occurrence of a given character from the string.,"def remove_Occ(s, char):
    first_occurrence = s.find(char)
    last_occurrence = s.rfind(char)
    
    if first_occurrence != -1 and last_occurrence != -1:
        if first_occurrence == last_occurrence:
            return s.replace(char, '', 1)
        else:
            return s[:first_occurrence] + s[first_occurrence+1:last_occurrence] + s[last_occurrence+1:]
    else:
        return s
",,True,post,True,False,True,False,True,selected_pilot_75_mbpp.json,1,8_llama3point1-70b,0.6
8,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a python function to remove first and last occurrence of a given character from the string.,"def remove_Occ(s: str, ch: str) -> str:
    first_index = s.find(ch)
    last_index = s.rfind(ch)
    
    if first_index == -1 or last_index == -1 or first_index == last_index:
        return s  # No removal needed if ch is not found or only one occurrence
    
    # Create a new string without the first and last occurrence of ch
    return s[:first_index] + s[first_index + 1:last_index] + s[last_index + 1:]

# Testing the function with the provided test cases
assert remove_Occ(""hello"", ""l"") == ""heo""
assert remove_Occ(""abcda"", ""a"") == ""bcd""
assert remove_Occ(""PHP"", ""P"") == ""H""
",,False,post,False,False,False,False,True,selected_pilot_75_mbpp.json,1,8_gpt-4o,0.6
159,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to find the volume of a cone.,"import math

def volume_cone(radius, height):
    return (1/3) * math.pi * (radius ** 2) * height

# Tests
assert math.isclose(volume_cone(5, 12), 314.15926535897927, rel_tol=0.001)
assert math.isclose(volume_cone(10, 15), 1570.7963267948965, rel_tol=0.001)
assert math.isclose(volume_cone(19, 17), 6426.651371693521, rel_tol=0.001)
",,False,post,True,True,False,True,False,selected_pilot_75_mbpp.json,1,159_gpt-4o,0.6
271,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,"Write a function that takes a tuple of tuples and returns a list where each element is the average of the corresponding values from each tuple. For each position, compute the average of values from all tuples at that position.","def average_tuple(tuples):
    # Length of the first tuple (assuming all tuples are of the same length)
    num_elements = len(tuples[0])
    
    # List to store the averages
    averages = []
    
    # Iterate over each position in the tuples
    for i in range(num_elements):
        # Extract the i-th element from each tuple and compute the average
        elements_at_position = [t[i] for t in tuples]
        avg = sum(elements_at_position) / len(tuples)
        averages.append(avg)
    
    return averages

# Test cases
assert average_tuple(((10, 10, 10, 12), (30, 45, 56, 45), (81, 80, 39, 32), (1, 2, 3, 4))) == [30.5, 34.25, 27.0, 23.25]
assert average_tuple(((1, 1, -5), (30, -15, 56), (81, -60, -39), (-10, 2, 3))) == [25.5, -18.0, 3.75]
assert average_tuple(((100, 100, 100, 120), (300, 450, 560, 450), (810, 800, 390, 320), (10, 20, 30, 40))) == [305.0, 342.5, 270.0, 232.5]
",,False,post,False,False,False,True,True,selected_pilot_75_mbpp.json,1,271_gpt-4o,0.6
204,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to check whether the given month number contains 31 days or not.,"def check_monthnumb_number(n):
    months_31_days = [1, 3, 5, 7, 8, 10, 12]
    return n in months_31_days
",,False,post,True,True,True,True,True,selected_pilot_75_mbpp.json,1,204_llama3point1-70b,0.6
216,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to check whether the given list contains consecutive numbers or not.,"def check_Consecutive(lst):
    lst.sort()
    return all(lst[i] - lst[i-1] == 1 for i in range(1, len(lst))) and len(lst) == len(set(lst))
",,False,post,True,False,True,False,False,selected_pilot_75_mbpp.json,1,216_llama3point1-70b,0.6
216,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a python function to check whether the given list contains consecutive numbers or not.,"def check_Consecutive(lst):
    if not lst:  # If the list is empty, it cannot be consecutive
        return False
    
    lst_sorted = sorted(lst)
    
    for i in range(len(lst_sorted) - 1):
        if lst_sorted[i + 1] - lst_sorted[i] != 1:
            return False
    
    return True

# Test cases
assert check_Consecutive([1, 2, 3, 4, 5]) == True
assert check_Consecutive([1, 2, 3, 5, 6]) == False
assert check_Consecutive([1, 2, 1]) == False
",,False,post,True,False,False,True,False,selected_pilot_75_mbpp.json,1,216_gpt-4o,0.5
336,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a python function to check whether every odd index contains odd numbers of a given list.,"def odd_position(lst):
    # Iterate through the list, checking only elements at odd indices
    for i in range(1, len(lst), 2):
        if lst[i] % 2 == 0:
            return False
    return True

# Testing the function with the provided test cases
assert odd_position([2, 1, 4, 3, 6, 7, 6, 3]) == True
assert odd_position([4, 1, 2]) == True
assert odd_position([1, 2, 3]) == False
",,False,post,True,False,False,True,False,selected_pilot_75_mbpp.json,1,336_gpt-4o,0.6
141,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function takes in an integer and check whether the frequency of each digit in the integer is less than or equal to the digit itself.,"def validate(n):
    str_n = str(n)
    for digit in str_n:
        if str_n.count(digit) > int(digit):
            return False
    return True",,False,post,True,True,True,True,False,selected_pilot_75_mbpp.json,1,141_llama3point1-70b,0.6
326,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to find the minimum difference between any two elements in a given array.,"def find_min_diff(arr, target):
    arr = sorted(arr)
    min_diff = float('inf')
    for i in range(len(arr) - 1):
        diff = abs(arr[i] - arr[i + 1])
        if diff < min_diff:
            min_diff = diff
    return min_diff
",,False,post,True,False,False,False,False,selected_pilot_75_mbpp.json,1,326_llama3point1-70b,0.5
184,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to filter odd numbers.,"def filter_oddnumbers(nums):
  return [num for num in nums if num % 2 != 0]
",,False,post,True,False,True,False,False,selected_pilot_75_mbpp.json,1,184_llama3point1-70b,0.9230769230769232
142,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function that takes in a list and element and checks whether all items in the list are equal to the given element.,"def check_element(lst, element):
    for item in lst:
        if item != element:
            return False
    return True

# Test cases
assert check_element([""green"", ""orange"", ""black"", ""white""], 'blue') == False
assert check_element([1, 2, 3, 4], 7) == False
assert check_element([""green"", ""green"", ""green"", ""green""], 'green') == True
",,True,post,True,True,True,True,False,selected_pilot_75_mbpp.json,1,142_gpt-4o,0.6
179,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a python function to find the cube sum of first n even natural numbers.,"def cube_Sum(n):
    even_numbers = [2 * i for i in range(1, n + 1)]
    cube_sum = sum(x ** 3 for x in even_numbers)
    return cube_sum

# Tests
assert cube_Sum(2) == 72
assert cube_Sum(3) == 288
assert cube_Sum(4) == 800
",,True,post,True,True,True,True,False,selected_pilot_75_mbpp.json,1,179_gpt-4o,0.6
85,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to find the maximum difference between any two elements in a given array.,"def max_Abs_Diff(arr):
    return max(arr) - min(arr)
",,False,post,True,True,False,True,False,selected_pilot_75_mbpp.json,1,85_llama3point1-70b,0.6
146,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to find the list of maximum length in a list of lists.,"def max_length(list_of_lists):
    max_len = 0
    max_list = []
    
    for lst in list_of_lists:
        if len(lst) > max_len:
            max_len = len(lst)
            max_list = lst
            
    return (max_len, max_list)

# Test cases
assert max_length([[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]]) == (3, [13, 15, 17])
assert max_length([[1], [5, 7], [10, 12, 14, 15]]) == (4, [10, 12, 14, 15])
assert max_length([[5], [15, 20, 25]]) == (3, [15, 20, 25])
",,True,post,True,False,True,False,False,selected_pilot_75_mbpp.json,1,146_gpt-4o,0.5
320,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to find the second smallest number in a list.,"def second_smallest(nums):
    unique_nums = sorted(set(nums))
    return unique_nums[1] if len(unique_nums) > 1 else None

# Test cases
assert second_smallest([1, 2, -8, -2, 0, -2]) == -2
assert second_smallest([1, 1, -0.5, 0, 2, -2, -2]) == -0.5
assert second_smallest([2,2]) == None
assert second_smallest([2,2,2]) == None
",,True,post,True,False,False,False,False,selected_pilot_75_mbpp.json,1,320_gpt-4o,0.6
161,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to find the n'th lucas number.,"def find_lucas(n):
    if n == 0:
        return 2
    elif n == 1:
        return 1
    else:
        a, b = 2, 1
        for _ in range(2, n + 1):
            a, b = b, a + b
        return b

# Test cases
assert find_lucas(9) == 76
assert find_lucas(4) == 7
assert find_lucas(3) == 4
",,False,post,True,False,False,False,False,selected_pilot_75_mbpp.json,1,161_gpt-4o,0.6
182,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to extract only the rear index element of each string in the given tuple.,"def extract_rear(strings):
    return [s[-1] for s in strings]
",,False,post,True,False,False,True,True,selected_pilot_75_mbpp.json,1,182_llama3point1-70b,0.5
333,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to check if the given expression is balanced or not.,"def check_expression(expr):
    stack = []
    matching_pairs = {')': '(', ']': '[', '}': '{'}
    
    for char in expr:
        if char in matching_pairs.values():
            stack.append(char)
        elif char in matching_pairs:
            if stack == [] or stack.pop() != matching_pairs[char]:
                return False
    return stack == []

# Testing the function with the provided test cases
assert check_expression(""{()}[{}]"") == True
assert check_expression(""{()}[{]"") == False
assert check_expression(""{()}[{}][]({})"") == True
",,True,post,False,False,True,True,True,selected_pilot_75_mbpp.json,1,333_gpt-4o,0.5
264,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to convert degrees to radians.,"import math

def radian_degree(degrees):
    return degrees * (math.pi / 180)

# Test cases
assert radian_degree(90) == 1.5707963267948966
assert radian_degree(60) == 1.0471975511965976
assert radian_degree(120) == 2.0943951023931953
",,False,post,False,False,True,True,True,selected_pilot_75_mbpp.json,1,264_gpt-4o,0.5
8,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to remove first and last occurrence of a given character from the string.,"def remove_Occ(s, char):
    first_occurrence = s.find(char)
    last_occurrence = s.rfind(char)
    
    if first_occurrence != -1 and last_occurrence != -1:
        if first_occurrence == last_occurrence:
            return s.replace(char, '', 1)
        else:
            return s[:first_occurrence] + s[first_occurrence+1:last_occurrence] + s[last_occurrence+1:]
    else:
        return s
",,True,post,True,False,True,True,True,selected_pilot_75_mbpp.json,1,8_llama3point1-70b,0.6
8,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a python function to remove first and last occurrence of a given character from the string.,"def remove_Occ(s: str, ch: str) -> str:
    first_index = s.find(ch)
    last_index = s.rfind(ch)
    
    if first_index == -1 or last_index == -1 or first_index == last_index:
        return s  # No removal needed if ch is not found or only one occurrence
    
    # Create a new string without the first and last occurrence of ch
    return s[:first_index] + s[first_index + 1:last_index] + s[last_index + 1:]

# Testing the function with the provided test cases
assert remove_Occ(""hello"", ""l"") == ""heo""
assert remove_Occ(""abcda"", ""a"") == ""bcd""
assert remove_Occ(""PHP"", ""P"") == ""H""
",,False,post,False,False,False,True,True,selected_pilot_75_mbpp.json,1,8_gpt-4o,0.6
159,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to find the volume of a cone.,"import math

def volume_cone(radius, height):
    return (1/3) * math.pi * (radius ** 2) * height

# Tests
assert math.isclose(volume_cone(5, 12), 314.15926535897927, rel_tol=0.001)
assert math.isclose(volume_cone(10, 15), 1570.7963267948965, rel_tol=0.001)
assert math.isclose(volume_cone(19, 17), 6426.651371693521, rel_tol=0.001)
",,False,post,True,False,False,True,True,selected_pilot_75_mbpp.json,1,159_gpt-4o,0.6
271,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,"Write a function that takes a tuple of tuples and returns a list where each element is the average of the corresponding values from each tuple. For each position, compute the average of values from all tuples at that position.","def average_tuple(tuples):
    # Length of the first tuple (assuming all tuples are of the same length)
    num_elements = len(tuples[0])
    
    # List to store the averages
    averages = []
    
    # Iterate over each position in the tuples
    for i in range(num_elements):
        # Extract the i-th element from each tuple and compute the average
        elements_at_position = [t[i] for t in tuples]
        avg = sum(elements_at_position) / len(tuples)
        averages.append(avg)
    
    return averages

# Test cases
assert average_tuple(((10, 10, 10, 12), (30, 45, 56, 45), (81, 80, 39, 32), (1, 2, 3, 4))) == [30.5, 34.25, 27.0, 23.25]
assert average_tuple(((1, 1, -5), (30, -15, 56), (81, -60, -39), (-10, 2, 3))) == [25.5, -18.0, 3.75]
assert average_tuple(((100, 100, 100, 120), (300, 450, 560, 450), (810, 800, 390, 320), (10, 20, 30, 40))) == [305.0, 342.5, 270.0, 232.5]
",,False,post,False,False,True,True,False,selected_pilot_75_mbpp.json,1,271_gpt-4o,0.6
204,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to check whether the given month number contains 31 days or not.,"def check_monthnumb_number(n):
    months_31_days = [1, 3, 5, 7, 8, 10, 12]
    return n in months_31_days
",,False,post,True,True,False,True,True,selected_pilot_75_mbpp.json,1,204_llama3point1-70b,0.6
216,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to check whether the given list contains consecutive numbers or not.,"def check_Consecutive(lst):
    lst.sort()
    return all(lst[i] - lst[i-1] == 1 for i in range(1, len(lst))) and len(lst) == len(set(lst))
",,False,post,True,False,False,True,True,selected_pilot_75_mbpp.json,1,216_llama3point1-70b,0.6
216,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a python function to check whether the given list contains consecutive numbers or not.,"def check_Consecutive(lst):
    if not lst:  # If the list is empty, it cannot be consecutive
        return False
    
    lst_sorted = sorted(lst)
    
    for i in range(len(lst_sorted) - 1):
        if lst_sorted[i + 1] - lst_sorted[i] != 1:
            return False
    
    return True

# Test cases
assert check_Consecutive([1, 2, 3, 4, 5]) == True
assert check_Consecutive([1, 2, 3, 5, 6]) == False
assert check_Consecutive([1, 2, 1]) == False
",,False,post,True,True,True,True,False,selected_pilot_75_mbpp.json,1,216_gpt-4o,0.5
